image_name,label,Unhealthy,Healthy,Rubbish
isbi2025_ps3c_test_image_17641.png,healthy,0.029735569,0.91197246,0.058291998
isbi2025_ps3c_test_image_17700.png,rubbish,0.000498741,0.002186363,0.99731493
isbi2025_ps3c_test_image_17811.png,healthy,0.002620381,0.98532224,0.012057405
isbi2025_ps3c_test_image_17950.png,rubbish,0.34505427,0.12890002,0.52604574
isbi2025_ps3c_test_image_10677.png,rubbish,0.001527177,0.006443794,0.9920291
isbi2025_ps3c_test_image_10736.png,healthy,0.006171856,0.90271276,0.09111537
isbi2025_ps3c_test_image_10827.png,rubbish,0.000245066,0.000744683,0.9990103
isbi2025_ps3c_test_image_10832.png,healthy,0.000333598,0.99768007,0.001986349
isbi2025_ps3c_test_image_10966.png,healthy,0.000557418,0.9960177,0.003424916
isbi2025_ps3c_test_image_11000.png,rubbish,0.004715,0.15605047,0.83923453
isbi2025_ps3c_test_image_11141.png,rubbish,0.000689172,0.001897591,0.9974133
isbi2025_ps3c_test_image_11686.png,rubbish,0.16947797,0.21241194,0.6181101
isbi2025_ps3c_test_image_11949.png,healthy,0.010248175,0.82036614,0.16938573
isbi2025_ps3c_test_image_11982.png,rubbish,0.002839075,0.017709048,0.9794519
isbi2025_ps3c_test_image_11997.png,rubbish,0.00061108,0.002515735,0.99687326
isbi2025_ps3c_test_image_12284.png,healthy,0.000374824,0.9973837,0.002241539
isbi2025_ps3c_test_image_12402.png,rubbish,0.000967791,0.005338797,0.9936934
isbi2025_ps3c_test_image_12543.png,rubbish,0.00016171,0.000512038,0.9993262
isbi2025_ps3c_test_image_12588.png,rubbish,0.011159759,0.022087269,0.96675295
isbi2025_ps3c_test_image_13275.png,rubbish,0.000228789,0.000953699,0.99881756
isbi2025_ps3c_test_image_13334.png,healthy,0.009520268,0.6198869,0.3705929
isbi2025_ps3c_test_image_13438.png,healthy,0.018699378,0.57236934,0.40893131
isbi2025_ps3c_test_image_14256.png,rubbish,0.000526503,0.00231843,0.9971551
isbi2025_ps3c_test_image_14317.png,healthy,0.011056736,0.7050332,0.28391013
isbi2025_ps3c_test_image_14584.png,rubbish,0.003715189,0.015595607,0.9806892
isbi2025_ps3c_test_image_14591.png,rubbish,0.04162366,0.024975535,0.93340087
isbi2025_ps3c_test_image_15421.png,healthy,0.006336172,0.7266326,0.2670313
isbi2025_ps3c_test_image_15560.png,rubbish,0.039505094,0.05602651,0.9044684
isbi2025_ps3c_test_image_16023.png,rubbish,0.011356615,0.38491398,0.6037295
isbi2025_ps3c_test_image_16162.png,rubbish,0.000163021,0.000518928,0.999318
isbi2025_ps3c_test_image_17019.png,healthy,0.000344196,0.9976368,0.002019021
isbi2025_ps3c_test_image_17158.png,healthy,0.009294888,0.6433147,0.34739047
isbi2025_ps3c_test_image_17186.png,rubbish,0.0008749,0.005046183,0.99407893
isbi2025_ps3c_test_image_17193.png,rubbish,0.005781512,0.46306688,0.53115165
isbi2025_ps3c_test_image_17654.png,rubbish,0.001016886,0.005975985,0.9930071
isbi2025_ps3c_test_image_17715.png,rubbish,0.000453728,0.00192047,0.9976258
isbi2025_ps3c_test_image_17804.png,rubbish,0.00016171,0.000512038,0.9993262
isbi2025_ps3c_test_image_17945.png,rubbish,0.005400077,0.02173213,0.97286785
isbi2025_ps3c_test_image_10273.png,rubbish,0.000803615,0.005049881,0.9941466
isbi2025_ps3c_test_image_10332.png,healthy,0.000678318,0.9960182,0.003303506
isbi2025_ps3c_test_image_11308.png,unhealthy,0.49950927,0.075811505,0.42467928
isbi2025_ps3c_test_image_11404.png,healthy,0.006607003,0.89580286,0.09759023
isbi2025_ps3c_test_image_11545.png,healthy,0.000332927,0.99763906,0.002028011
isbi2025_ps3c_test_image_12006.png,rubbish,0.004849765,0.14602923,0.84912103
isbi2025_ps3c_test_image_12147.png,rubbish,0.000161621,0.000512038,0.99932635
isbi2025_ps3c_test_image_12991.png,rubbish,0.000775156,0.004812175,0.99441266
isbi2025_ps3c_test_image_13579.png,rubbish,0.000161379,0.000512051,0.9993266
isbi2025_ps3c_test_image_13671.png,healthy,0.005717471,0.9757329,0.01854957
isbi2025_ps3c_test_image_13730.png,rubbish,0.009411374,0.32902354,0.66156507
isbi2025_ps3c_test_image_13821.png,rubbish,0.166634051,0.413395939,0.41997001
isbi2025_ps3c_test_image_13960.png,unhealthy,0.44513467,0.39050025,0.16436513
isbi2025_ps3c_test_image_14195.png,rubbish,0.070630625,0.35800308,0.5713663
isbi2025_ps3c_test_image_14652.png,rubbish,0.000161379,0.000512051,0.9993266
isbi2025_ps3c_test_image_14699.png,healthy,0.056384504,0.8179277,0.12568778
isbi2025_ps3c_test_image_14713.png,rubbish,0.09530756,0.11500812,0.78968436
isbi2025_ps3c_test_image_14802.png,rubbish,0.003240051,0.014990601,0.98176944
isbi2025_ps3c_test_image_14943.png,healthy,0.006417071,0.9802859,0.013297045
isbi2025_ps3c_test_image_14988.png,rubbish,0.005478177,0.11439738,0.88012445
isbi2025_ps3c_test_image_15025.png,healthy,0.02254527,0.90427005,0.07318473
isbi2025_ps3c_test_image_15164.png,rubbish,0.000818234,0.003750315,0.9954314
isbi2025_ps3c_test_image_15668.png,rubbish,0.000161276,0.000512142,0.9993266
isbi2025_ps3c_test_image_15729.png,healthy,0.005928582,0.96822584,0.025845673
isbi2025_ps3c_test_image_15838.png,rubbish,0.006602766,0.068457715,0.9249395
isbi2025_ps3c_test_image_15979.png,rubbish,0.004982794,0.14668296,0.8483343
isbi2025_ps3c_test_image_16427.png,rubbish,0.006329284,0.11577661,0.87789416
isbi2025_ps3c_test_image_16566.png,healthy,0.000388576,0.99725145,0.002359979
isbi2025_ps3c_test_image_17250.png,healthy,0.012938999,0.5151356,0.47192544
isbi2025_ps3c_test_image_17311.png,rubbish,0.005741549,0.1411386,0.85311985
isbi2025_ps3c_test_image_17597.png,rubbish,0.00044803,0.002085962,0.99746597
isbi2025_ps3c_test_image_18065.png,rubbish,0.000161287,0.000512186,0.9993266
isbi2025_ps3c_test_image_18124.png,rubbish,0.005828934,0.08645223,0.9077189
isbi2025_ps3c_test_image_10259.png,rubbish,0.001353699,0.004546512,0.9940998
isbi2025_ps3c_test_image_10292.png,rubbish,0.20202488,0.19580838,0.6021668
isbi2025_ps3c_test_image_10555.png,healthy,0.000477714,0.99694526,0.00257699
isbi2025_ps3c_test_image_11249.png,rubbish,0.011025764,0.37136385,0.61761045
isbi2025_ps3c_test_image_11263.png,rubbish,0.000163003,0.000518086,0.99931896
isbi2025_ps3c_test_image_11282.png,rubbish,0.000567653,0.003181841,0.9962505
isbi2025_ps3c_test_image_11322.png,unhealthy,0.7722925,0.18317857,0.044528924
isbi2025_ps3c_test_image_12661.png,healthy,0.000343626,0.99763745,0.002018936
isbi2025_ps3c_test_image_12680.png,healthy,0.007741658,0.74191415,0.25034422
isbi2025_ps3c_test_image_12720.png,rubbish,0.000894536,0.005007554,0.99409795
isbi2025_ps3c_test_image_12831.png,rubbish,0.000161242,0.000512051,0.9993267
isbi2025_ps3c_test_image_13157.png,rubbish,0.000161345,0.000512051,0.9993266
isbi2025_ps3c_test_image_13690.png,rubbish,0.001145269,0.005210909,0.9936438
isbi2025_ps3c_test_image_13981.png,rubbish,0.001336088,0.004767129,0.99389684
isbi2025_ps3c_test_image_14035.png,rubbish,0.009039924,0.3293001,0.66165996
isbi2025_ps3c_test_image_14739.png,rubbish,0.000209492,0.000688952,0.9991016
isbi2025_ps3c_test_image_14828.png,rubbish,0.003687015,0.044538792,0.95177424
isbi2025_ps3c_test_image_15185.png,rubbish,0.004841311,0.14622146,0.8489372
isbi2025_ps3c_test_image_15642.png,rubbish,0.001589295,0.006115547,0.99229515
isbi2025_ps3c_test_image_15689.png,rubbish,0.000736048,0.003410237,0.9958538
isbi2025_ps3c_test_image_15953.png,rubbish,0.000588903,0.002724862,0.9966862
isbi2025_ps3c_test_image_15998.png,rubbish,0.08706,0.19583932,0.71710074
isbi2025_ps3c_test_image_16240.png,rubbish,0.006746278,0.072932094,0.92032164
isbi2025_ps3c_test_image_16587.png,rubbish,0.05321841,0.062151205,0.88463044
isbi2025_ps3c_test_image_17437.png,rubbish,0.00470501,0.117480084,0.8778149
isbi2025_ps3c_test_image_18084.png,healthy,0.017668962,0.71565366,0.26667738
isbi2025_ps3c_test_image_10010.png,rubbish,0.008039644,0.038583707,0.95337665
isbi2025_ps3c_test_image_10151.png,rubbish,0.006089087,0.021488365,0.9724226
isbi2025_ps3c_test_image_10318.png,rubbish,0.00016171,0.000512038,0.9993262
isbi2025_ps3c_test_image_10414.png,healthy,0.005556817,0.9696498,0.024793435
isbi2025_ps3c_test_image_11667.png,rubbish,0.005197635,0.23354363,0.7612587
isbi2025_ps3c_test_image_11976.png,rubbish,0.12161401,0.23278666,0.64559937
isbi2025_ps3c_test_image_12265.png,healthy,0.005014807,0.9370305,0.057954747
isbi2025_ps3c_test_image_12428.png,rubbish,0.008368999,0.055733256,0.9358978
isbi2025_ps3c_test_image_12569.png,unhealthy,0.9322933,0.030450491,0.03725628
isbi2025_ps3c_test_image_12970.png,healthy,0.009635334,0.64362097,0.3467437
isbi2025_ps3c_test_image_13016.png,rubbish,0.000162385,0.000516347,0.9993212
isbi2025_ps3c_test_image_13412.png,rubbish,0.000161242,0.000512051,0.9993267
isbi2025_ps3c_test_image_13553.png,rubbish,0.058673374,0.4608967,0.48042995
isbi2025_ps3c_test_image_13598.png,rubbish,0.000161518,0.000512038,0.99932647
isbi2025_ps3c_test_image_14174.png,rubbish,0.01472027,0.026519928,0.9587598
isbi2025_ps3c_test_image_14570.png,rubbish,0.000553828,0.003546159,0.99590003
isbi2025_ps3c_test_image_14678.png,rubbish,0.06313757,0.21458504,0.7222774
isbi2025_ps3c_test_image_14969.png,healthy,0.10262556,0.8308865,0.066487975
isbi2025_ps3c_test_image_15307.png,rubbish,0.008591408,0.22104491,0.7703637
isbi2025_ps3c_test_image_15703.png,rubbish,0.005793982,0.014654553,0.9795515
isbi2025_ps3c_test_image_15812.png,rubbish,0.00380498,0.008942277,0.9872528
isbi2025_ps3c_test_image_16009.png,rubbish,0.000161345,0.000512051,0.9993266
isbi2025_ps3c_test_image_16148.png,rubbish,0.007813809,0.09930468,0.8928815
isbi2025_ps3c_test_image_16301.png,healthy,0.000342109,0.99764985,0.002008064
isbi2025_ps3c_test_image_16705.png,rubbish,0.002516404,0.016062208,0.9814215
isbi2025_ps3c_test_image_16814.png,healthy,0.010598034,0.8900204,0.099381626
isbi2025_ps3c_test_image_16955.png,rubbish,0.081079796,0.05054436,0.8683759
isbi2025_ps3c_test_image_17172.png,healthy,0.009480223,0.7290385,0.26148129
isbi2025_ps3c_test_image_17576.png,healthy,0.006206196,0.950032,0.043761842
isbi2025_ps3c_test_image_10144.png,healthy,0.01486788,0.83109057,0.15404156
isbi2025_ps3c_test_image_10696.png,rubbish,0.000514465,0.00190338,0.9975822
isbi2025_ps3c_test_image_10959.png,rubbish,0.000161234,0.00051647,0.9993223
isbi2025_ps3c_test_image_10987.png,healthy,0.005193492,0.89057493,0.10423162
isbi2025_ps3c_test_image_10992.png,rubbish,0.024207909,0.054051455,0.92174065
isbi2025_ps3c_test_image_11726.png,rubbish,0.022544123,0.08697674,0.8904792
isbi2025_ps3c_test_image_11822.png,healthy,0.007301306,0.8228009,0.16989781
isbi2025_ps3c_test_image_11837.png,healthy,0.014133787,0.64279014,0.3430761
isbi2025_ps3c_test_image_12324.png,healthy,0.005288148,0.9499023,0.04480958
isbi2025_ps3c_test_image_12331.png,rubbish,0.00016171,0.000512038,0.9993262
isbi2025_ps3c_test_image_13294.png,healthy,0.000348153,0.9975962,0.002055704
isbi2025_ps3c_test_image_13546.png,healthy,0.06716844,0.85477614,0.07805546
isbi2025_ps3c_test_image_14328.png,healthy,0.00719909,0.94981706,0.04298383
isbi2025_ps3c_test_image_14424.png,rubbish,0.005233481,0.06511915,0.9296474
isbi2025_ps3c_test_image_14431.png,healthy,0.008282617,0.514448,0.47726944
isbi2025_ps3c_test_image_15246.png,unhealthy,0.7025516,0.14966924,0.1477792
isbi2025_ps3c_test_image_15253.png,rubbish,0.009722177,0.021325473,0.96895236
isbi2025_ps3c_test_image_15298.png,rubbish,0.000187602,0.000680322,0.9991321
isbi2025_ps3c_test_image_15581.png,rubbish,0.001613571,0.01043517,0.9879513
isbi2025_ps3c_test_image_15594.png,rubbish,0.013755134,0.39526823,0.5909767
isbi2025_ps3c_test_image_16183.png,rubbish,0.000591393,0.001761471,0.99764717
isbi2025_ps3c_test_image_16196.png,healthy,0.008052439,0.8059157,0.18603188
isbi2025_ps3c_test_image_16644.png,healthy,0.007811559,0.95096284,0.041225642
isbi2025_ps3c_test_image_16651.png,rubbish,0.085959956,0.19571754,0.7183225
isbi2025_ps3c_test_image_16940.png,rubbish,0.000277105,0.001232647,0.9984903
isbi2025_ps3c_test_image_17026.png,rubbish,0.003809772,0.11134518,0.88484514
isbi2025_ps3c_test_image_17033.png,healthy,0.009508339,0.64084685,0.3496448
isbi2025_ps3c_test_image_10005.png,healthy,0.00961177,0.82178307,0.16860524
isbi2025_ps3c_test_image_10648.png,rubbish,0.000181945,0.00057601,0.99924207
isbi2025_ps3c_test_image_10683.png,healthy,0.008719257,0.9706617,0.020619065
isbi2025_ps3c_test_image_10709.png,healthy,0.00560193,0.9720712,0.022326961
isbi2025_ps3c_test_image_10818.png,rubbish,0.00464992,0.12169148,0.87365866
isbi2025_ps3c_test_image_11276.png,rubbish,0.001044282,0.003793838,0.9951619
isbi2025_ps3c_test_image_11672.png,healthy,0.008057617,0.8511299,0.14081255
isbi2025_ps3c_test_image_11733.png,rubbish,0.002927172,0.017560318,0.9795126
isbi2025_ps3c_test_image_11963.png,healthy,0.02660815,0.94114935,0.032242462
isbi2025_ps3c_test_image_12270.png,healthy,0.004106715,0.9722763,0.023617055
isbi2025_ps3c_test_image_12674.png,rubbish,0.00301562,0.015546761,0.9814376
isbi2025_ps3c_test_image_12965.png,rubbish,0.000161379,0.000512051,0.9993266
isbi2025_ps3c_test_image_13281.png,rubbish,0.08634171,0.21549374,0.6981646
isbi2025_ps3c_test_image_13407.png,healthy,0.007411898,0.65094686,0.3416413
isbi2025_ps3c_test_image_14161.png,healthy,0.006622951,0.9105457,0.08283137
isbi2025_ps3c_test_image_14269.png,rubbish,0.007620073,0.36036822,0.6320118
isbi2025_ps3c_test_image_14565.png,rubbish,0.000333948,0.001069362,0.9985967
isbi2025_ps3c_test_image_15312.png,rubbish,0.000191361,0.00061438,0.99919426
isbi2025_ps3c_test_image_15716.png,rubbish,0.000246858,0.000816627,0.99893653
isbi2025_ps3c_test_image_15807.png,rubbish,0.000164536,0.000523348,0.99931216
isbi2025_ps3c_test_image_16314.png,rubbish,0.005117178,0.014877697,0.98000515
isbi2025_ps3c_test_image_16418.png,rubbish,0.007771689,0.20677927,0.785449
isbi2025_ps3c_test_image_16710.png,rubbish,0.001097301,0.006636915,0.9922658
isbi2025_ps3c_test_image_16801.png,rubbish,0.40635645,0.061181463,0.5324621
isbi2025_ps3c_test_image_17167.png,healthy,0.008268124,0.64635074,0.3453812
isbi2025_ps3c_test_image_17563.png,healthy,0.007967065,0.97452694,0.017506028
isbi2025_ps3c_test_image_10019.png,healthy,0.004927616,0.91242933,0.08264314
isbi2025_ps3c_test_image_10158.png,rubbish,0.006075212,0.022232179,0.9716927
isbi2025_ps3c_test_image_10193.png,rubbish,0.00109115,0.004690427,0.99421847
isbi2025_ps3c_test_image_10287.png,rubbish,0.00016139,0.000512186,0.99932647
isbi2025_ps3c_test_image_10401.png,rubbish,0.000161287,0.000512186,0.9993266
isbi2025_ps3c_test_image_10540.png,rubbish,0.003384478,0.016422044,0.9801935
isbi2025_ps3c_test_image_10715.png,rubbish,0.000163027,0.000517332,0.9993197
isbi2025_ps3c_test_image_10804.png,healthy,0.23105943,0.5406307,0.2283099
isbi2025_ps3c_test_image_11023.png,healthy,0.000345593,0.99762547,0.002029029
isbi2025_ps3c_test_image_11162.png,rubbish,0.027373396,0.02406928,0.9485574
isbi2025_ps3c_test_image_11337.png,rubbish,0.009498114,0.2319938,0.7585081
isbi2025_ps3c_test_image_12039.png,healthy,0.001471818,0.990929,0.007599205
isbi2025_ps3c_test_image_12178.png,healthy,0.02979703,0.9279183,0.042284705
isbi2025_ps3c_test_image_12560.png,rubbish,0.000223378,0.000763263,0.99901336
isbi2025_ps3c_test_image_12735.png,rubbish,0.000161379,0.000512142,0.99932647
isbi2025_ps3c_test_image_12824.png,rubbish,0.000161518,0.000512038,0.99932647
isbi2025_ps3c_test_image_13003.png,rubbish,0.004520156,0.1596801,0.8357998
isbi2025_ps3c_test_image_13142.png,healthy,0.221276703,0.443753228,0.334970069
isbi2025_ps3c_test_image_13189.png,rubbish,0.007400354,0.010119538,0.9824801
isbi2025_ps3c_test_image_13317.png,rubbish,0.007848695,0.00962045,0.98253083
isbi2025_ps3c_test_image_13591.png,healthy,0.006221114,0.6636348,0.33014414
isbi2025_ps3c_test_image_13685.png,healthy,0.006794021,0.63401926,0.3591867
isbi2025_ps3c_test_image_13994.png,rubbish,0.12151863,0.19626598,0.68221545
isbi2025_ps3c_test_image_14020.png,rubbish,0.01314828,0.037035182,0.9498166
isbi2025_ps3c_test_image_14275.png,rubbish,0.008723902,0.13566475,0.8556114
isbi2025_ps3c_test_image_14579.png,healthy,0.005568891,0.9319335,0.06249757
isbi2025_ps3c_test_image_15190.png,rubbish,0.000839979,0.005061622,0.9940984
isbi2025_ps3c_test_image_15402.png,unhealthy,0.94188374,0.013269781,0.044846535
isbi2025_ps3c_test_image_15657.png,rubbish,0.000540128,0.00189562,0.9975643
isbi2025_ps3c_test_image_15946.png,unhealthy,0.9556247,0.016783794,0.027591594
isbi2025_ps3c_test_image_16000.png,rubbish,0.008254881,0.02755953,0.9641856
isbi2025_ps3c_test_image_16255.png,rubbish,0.000457147,0.001529817,0.99801314
isbi2025_ps3c_test_image_16559.png,healthy,0.042639073,0.90455914,0.05280185
isbi2025_ps3c_test_image_16592.png,rubbish,0.019255664,0.35363495,0.6271094
isbi2025_ps3c_test_image_16997.png,healthy,0.010375889,0.8190832,0.17054096
isbi2025_ps3c_test_image_17422.png,healthy,0.38598873,0.43217997,0.1818313
isbi2025_ps3c_test_image_17677.png,healthy,0.008162564,0.82123256,0.17060493
isbi2025_ps3c_test_image_17966.png,rubbish,0.006755057,0.021175701,0.97206926
isbi2025_ps3c_test_image_18091.png,rubbish,0.005140486,0.061450485,0.93340904
isbi2025_ps3c_test_image_10250.png,healthy,0.002858338,0.98614836,0.010993309
isbi2025_ps3c_test_image_10597.png,healthy,0.000348856,0.99758804,0.002063128
isbi2025_ps3c_test_image_10654.png,rubbish,0.00016135,0.000512315,0.99932635
isbi2025_ps3c_test_image_10945.png,rubbish,0.006511589,0.35510725,0.63838124
isbi2025_ps3c_test_image_12421.png,unhealthy,0.422797019,0.166891492,0.410311488
isbi2025_ps3c_test_image_12729.png,healthy,0.01023503,0.95021856,0.039546482
isbi2025_ps3c_test_image_13195.png,rubbish,0.000161305,0.000512093,0.99932665
isbi2025_ps3c_test_image_13256.png,healthy,0.009745185,0.8426869,0.14756796
isbi2025_ps3c_test_image_13652.png,rubbish,0.000243117,0.001115734,0.9986412
isbi2025_ps3c_test_image_13699.png,rubbish,0.000161305,0.000512245,0.99932647
isbi2025_ps3c_test_image_14334.png,rubbish,0.005164299,0.043582447,0.95125324
isbi2025_ps3c_test_image_14438.png,healthy,0.031314433,0.49626666,0.47241893
isbi2025_ps3c_test_image_14730.png,healthy,0.071733646,0.82982385,0.098442554
isbi2025_ps3c_test_image_15284.png,rubbish,0.011152353,0.027788248,0.96105945
isbi2025_ps3c_test_image_15543.png,rubbish,0.004665969,0.008076241,0.98725784
isbi2025_ps3c_test_image_15588.png,healthy,0.000344527,0.9976356,0.00201989
isbi2025_ps3c_test_image_15680.png,rubbish,0.000161379,0.000512051,0.9993266
isbi2025_ps3c_test_image_15991.png,rubbish,0.015401497,0.0806675,0.903931
isbi2025_ps3c_test_image_16141.png,healthy,0.000345528,0.997616,0.002038471
isbi2025_ps3c_test_image_16249.png,rubbish,0.00016171,0.000512038,0.9993262
isbi2025_ps3c_test_image_16282.png,rubbish,0.00016171,0.000512129,0.9993262
isbi2025_ps3c_test_image_16686.png,rubbish,0.007707312,0.13381061,0.8584821
isbi2025_ps3c_test_image_17332.png,rubbish,0.34654236,0.17944898,0.47400868
isbi2025_ps3c_test_image_17736.png,rubbish,0.000161345,0.000512051,0.9993266
isbi2025_ps3c_test_image_17827.png,healthy,0.181457686,0.43303049,0.385511825
isbi2025_ps3c_test_image_10311.png,rubbish,0.006612537,0.10677451,0.886613
isbi2025_ps3c_test_image_11427.png,rubbish,0.000229343,0.0006931,0.99907756
isbi2025_ps3c_test_image_11566.png,unhealthy,0.5446019,0.28250337,0.17289472
isbi2025_ps3c_test_image_12025.png,rubbish,0.000759904,0.00292715,0.996313
isbi2025_ps3c_test_image_12164.png,rubbish,0.000194628,0.000709445,0.999096
isbi2025_ps3c_test_image_12668.png,rubbish,0.007569505,0.10808991,0.88434064
isbi2025_ps3c_test_image_12838.png,rubbish,0.006756534,0.20264521,0.7905983
isbi2025_ps3c_test_image_12979.png,rubbish,0.000926403,0.001059347,0.9980143
isbi2025_ps3c_test_image_13706.png,healthy,0.005630932,0.94971585,0.044653296
isbi2025_ps3c_test_image_13713.png,rubbish,0.000185722,0.000589045,0.99922526
isbi2025_ps3c_test_image_13802.png,rubbish,0.005609582,0.023339957,0.9710505
isbi2025_ps3c_test_image_13943.png,rubbish,0.000178178,0.000644704,0.9991771
isbi2025_ps3c_test_image_13988.png,rubbish,0.000161379,0.000512051,0.9993266
isbi2025_ps3c_test_image_14664.png,rubbish,0.003176648,0.107399516,0.88942385
isbi2025_ps3c_test_image_14671.png,healthy,0.011816585,0.51867986,0.4695036
isbi2025_ps3c_test_image_14821.png,rubbish,0.000498769,0.002089302,0.99741197
isbi2025_ps3c_test_image_14960.png,rubbish,0.000161621,0.000512038,0.99932635
isbi2025_ps3c_test_image_15006.png,rubbish,0.005210559,0.20925432,0.78553516
isbi2025_ps3c_test_image_15147.png,rubbish,0.007840101,0.4490913,0.54306865
isbi2025_ps3c_test_image_16308.png,rubbish,0.000410498,0.000854486,0.9987351
isbi2025_ps3c_test_image_16404.png,healthy,0.00033718,0.99766773,0.001995114
isbi2025_ps3c_test_image_16545.png,rubbish,0.000161242,0.000512051,0.9993267
isbi2025_ps3c_test_image_17266.png,rubbish,0.008538868,0.015057677,0.9764035
isbi2025_ps3c_test_image_17273.png,rubbish,0.000161621,0.000512038,0.99932635
isbi2025_ps3c_test_image_18046.png,rubbish,0.315694,0.28126907,0.40303695
isbi2025_ps3c_test_image_18107.png,rubbish,0.00108965,0.006897132,0.9920133
isbi2025_ps3c_test_image_10245.png,rubbish,0.000161305,0.000512093,0.99932665
isbi2025_ps3c_test_image_10304.png,rubbish,0.011629323,0.09746293,0.89090776
