image_name,label,healthy,unhealthy,rubbish
isbi2025_ps3c_test_image_13808.png,rubbish,0.28603533,0.33019596,0.38376877
isbi2025_ps3c_test_image_13606.png,rubbish,0.05137869,0.15351617,0.79510516
isbi2025_ps3c_test_image_11040.png,healthy,0.8120088,0.18675649,0.0012347454
isbi2025_ps3c_test_image_07183.png,healthy,0.89748734,0.09441724,0.008095354
isbi2025_ps3c_test_image_17419.png,unhealthy,0.20901994,0.52999765,0.26098242
isbi2025_ps3c_test_image_16437.png,rubbish,0.012972296,0.29714128,0.68988645
isbi2025_ps3c_test_image_15957.png,rubbish,0.21747124,0.24767624,0.53485245
isbi2025_ps3c_test_image_09986.png,healthy,0.91419894,0.08532293,0.00047818618
isbi2025_ps3c_test_image_03698.png,healthy,0.70562506,0.15951617,0.13485879
isbi2025_ps3c_test_image_14294.png,rubbish,0.21482623,0.14514889,0.64002484
isbi2025_ps3c_test_image_15762.png,rubbish,0.2641698,0.30324465,0.43258554
isbi2025_ps3c_test_image_14907.png,healthy,0.833528,0.16401257,0.0024594925
isbi2025_ps3c_test_image_02668.png,rubbish,0.013282215,0.008683253,0.97803456
isbi2025_ps3c_test_image_07151.png,healthy,0.73717564,0.23131435,0.031510003
isbi2025_ps3c_test_image_14518.png,rubbish,5.6236386e-05,0.00016947345,0.9997743
isbi2025_ps3c_test_image_03541.png,healthy,0.6510029,0.25297782,0.09601929
isbi2025_ps3c_test_image_16744.png,healthy,0.72276413,0.16806516,0.10917071
isbi2025_ps3c_test_image_03038.png,unhealthy,0.19063476,0.77676195,0.032603256
isbi2025_ps3c_test_image_14083.png,rubbish,0.0030627938,0.003033453,0.9939037
isbi2025_ps3c_test_image_02589.png,unhealthy,0.13183907,0.49648654,0.37167433
isbi2025_ps3c_test_image_06250.png,rubbish,0.02132712,0.01662494,0.96204793
isbi2025_ps3c_test_image_10952.png,rubbish,0.08486851,0.028057123,0.88707435
isbi2025_ps3c_test_image_00759.png,healthy,0.4242095,0.22180301,0.35398746
isbi2025_ps3c_test_image_00614.png,healthy,0.518339,0.116860434,0.36480057
isbi2025_ps3c_test_image_00305.png,rubbish,0.001374751,0.0030029241,0.99562234
isbi2025_ps3c_test_image_13687.png,rubbish,1.3847746e-06,4.4498483e-06,0.99999416
isbi2025_ps3c_test_image_14733.png,healthy,0.63895774,0.36006308,0.0009791275
isbi2025_ps3c_test_image_04033.png,rubbish,0.005342355,0.010202099,0.98445547
isbi2025_ps3c_test_image_01018.png,unhealthy,0.38115025,0.49018463,0.12866516
isbi2025_ps3c_test_image_05619.png,rubbish,0.16378067,0.10814966,0.72806966
isbi2025_ps3c_test_image_06542.png,rubbish,0.0010132148,0.006794898,0.992192
isbi2025_ps3c_test_image_04044.png,healthy,0.84736085,0.15097517,0.0016640084
isbi2025_ps3c_test_image_12855.png,healthy,0.9363032,0.055531014,0.008165837
isbi2025_ps3c_test_image_02452.png,rubbish,0.31726345,0.11098148,0.57175505
isbi2025_ps3c_test_image_16184.png,healthy,0.89510393,0.086464606,0.018431485
isbi2025_ps3c_test_image_04470.png,rubbish,0.012475989,0.06268758,0.92483634
isbi2025_ps3c_test_image_12465.png,rubbish,0.14808378,0.29566756,0.55624866
isbi2025_ps3c_test_image_04441.png,rubbish,0.0038989652,0.0057392027,0.9903619
isbi2025_ps3c_test_image_04499.png,rubbish,0.007870611,0.00894835,0.98318106
isbi2025_ps3c_test_image_00744.png,healthy,0.7137704,0.2850524,0.0011771803
isbi2025_ps3c_test_image_09117.png,unhealthy,0.20900942,0.57255894,0.21843168
isbi2025_ps3c_test_image_14674.png,unhealthy,0.22379173,0.43964767,0.33656058
isbi2025_ps3c_test_image_07628.png,unhealthy,0.033841044,0.9349574,0.031201607
isbi2025_ps3c_test_image_14992.png,rubbish,0.0017412226,0.0031642064,0.99509466
isbi2025_ps3c_test_image_00909.png,healthy,0.88236994,0.075850636,0.041779455
isbi2025_ps3c_test_image_08534.png,healthy,0.9109203,0.0518835,0.03719613
isbi2025_ps3c_test_image_08750.png,rubbish,0.03713476,0.04345769,0.91940755
isbi2025_ps3c_test_image_08480.png,rubbish,0.10732857,0.031649586,0.86102176
isbi2025_ps3c_test_image_06654.png,rubbish,0.08333121,0.20365873,0.71301
isbi2025_ps3c_test_image_11167.png,rubbish,0.057054725,0.01835038,0.9245949
isbi2025_ps3c_test_image_07168.png,rubbish,0.43487334,0.12473135,0.44039533
isbi2025_ps3c_test_image_01986.png,healthy,0.5642986,0.23540388,0.20029746
isbi2025_ps3c_test_image_08759.png,healthy,0.4549379,0.2775054,0.2675567
isbi2025_ps3c_test_image_06084.png,healthy,0.83711785,0.15462309,0.008259066
isbi2025_ps3c_test_image_15051.png,rubbish,0.069113806,0.13667595,0.7942102
isbi2025_ps3c_test_image_04560.png,healthy,0.87874854,0.02552963,0.09572182
isbi2025_ps3c_test_image_17007.png,healthy,0.8892005,0.0810046,0.029794868
isbi2025_ps3c_test_image_09669.png,healthy,0.9378986,0.060238965,0.0018624405
isbi2025_ps3c_test_image_05502.png,healthy,0.56458324,0.43229216,0.00312461
isbi2025_ps3c_test_image_04523.png,rubbish,0.021028884,0.072703324,0.9062678
isbi2025_ps3c_test_image_01784.png,rubbish,0.0018036047,0.0067064026,0.99148995
isbi2025_ps3c_test_image_01837.png,healthy,0.9401451,0.054617286,0.005237693
isbi2025_ps3c_test_image_12174.png,rubbish,0.052431937,0.10291608,0.8446519
isbi2025_ps3c_test_image_10659.png,healthy,0.71235996,0.23050879,0.057131205
isbi2025_ps3c_test_image_01570.png,healthy,0.8894112,0.10068632,0.009902478
isbi2025_ps3c_test_image_13463.png,rubbish,0.36993995,0.15483907,0.47522095
isbi2025_ps3c_test_image_13166.png,healthy,0.9064969,0.08750459,0.005998513
isbi2025_ps3c_test_image_16582.png,healthy,0.94023055,0.051314384,0.008455133
isbi2025_ps3c_test_image_04149.png,healthy,0.6653831,0.16027305,0.17434384
isbi2025_ps3c_test_image_06794.png,unhealthy,0.36842334,0.61367524,0.017901434
isbi2025_ps3c_test_image_03668.png,rubbish,0.14772427,0.15011214,0.7021636
isbi2025_ps3c_test_image_05884.png,unhealthy,0.4141174,0.5122415,0.07364119
isbi2025_ps3c_test_image_08824.png,healthy,0.7053896,0.24096288,0.053647526
isbi2025_ps3c_test_image_04084.png,rubbish,0.14300731,0.035889,0.8211037
isbi2025_ps3c_test_image_01150.png,rubbish,0.027719012,0.012326001,0.959955
isbi2025_ps3c_test_image_18012.png,rubbish,0.028339371,0.012250585,0.95941013
isbi2025_ps3c_test_image_12429.png,rubbish,0.104720525,0.12557784,0.7697017
isbi2025_ps3c_test_image_11322.png,unhealthy,0.43510336,0.510764,0.054132614
isbi2025_ps3c_test_image_14450.png,rubbish,0.24290362,0.338203,0.41889337
isbi2025_ps3c_test_image_05057.png,healthy,0.9311933,0.034483097,0.034323625
isbi2025_ps3c_test_image_10000.png,healthy,0.38594297,0.3162345,0.29782256
isbi2025_ps3c_test_image_14313.png,rubbish,0.18615162,0.3907844,0.42306387
isbi2025_ps3c_test_image_06916.png,healthy,0.6221717,0.36914518,0.008683095
isbi2025_ps3c_test_image_05819.png,unhealthy,0.10039356,0.8326976,0.066908844
isbi2025_ps3c_test_image_03749.png,rubbish,0.0024270052,0.005603367,0.99196965
isbi2025_ps3c_test_image_04711.png,unhealthy,0.3947553,0.49416146,0.11108326
isbi2025_ps3c_test_image_14598.png,rubbish,0.34580404,0.07799894,0.5761971
isbi2025_ps3c_test_image_16273.png,healthy,0.95930004,0.03933548,0.0013644143
isbi2025_ps3c_test_image_05040.png,rubbish,0.0035876085,0.009406346,0.98700607
isbi2025_ps3c_test_image_02114.png,healthy,0.73723865,0.24198826,0.020773055
isbi2025_ps3c_test_image_18098.png,rubbish,0.13897875,0.10524273,0.7557785
isbi2025_ps3c_test_image_16290.png,healthy,0.7944069,0.13250718,0.073085986
isbi2025_ps3c_test_image_14829.png,rubbish,0.16281874,0.06727604,0.7699052
isbi2025_ps3c_test_image_01567.png,unhealthy,0.21821141,0.7045146,0.077273995
isbi2025_ps3c_test_image_05521.png,rubbish,0.06475588,0.09626242,0.8389816
isbi2025_ps3c_test_image_10241.png,healthy,0.43670577,0.34602585,0.21726842
isbi2025_ps3c_test_image_00325.png,healthy,0.93324447,0.06151603,0.0052394774
isbi2025_ps3c_test_image_09388.png,healthy,0.61816007,0.087796904,0.29404306
isbi2025_ps3c_test_image_17672.png,unhealthy,0.1582571,0.61082697,0.23091595
isbi2025_ps3c_test_image_14228.png,healthy,0.47468594,0.36720872,0.15810537
isbi2025_ps3c_test_image_02619.png,healthy,0.7483882,0.21258698,0.03902488
isbi2025_ps3c_test_image_04584.png,rubbish,0.19053715,0.33403116,0.4754316
isbi2025_ps3c_test_image_09691.png,rubbish,9.3281415e-06,3.3696266e-05,0.99995697
isbi2025_ps3c_test_image_14697.png,healthy,0.72338957,0.27528763,0.0013227538
isbi2025_ps3c_test_image_16593.png,unhealthy,0.060114507,0.8486309,0.09125462
isbi2025_ps3c_test_image_17665.png,healthy,0.90596,0.09361443,0.00042553997
isbi2025_ps3c_test_image_14274.png,healthy,0.63584465,0.10661955,0.25753576
isbi2025_ps3c_test_image_05226.png,rubbish,0.12562816,0.029219607,0.8451522
isbi2025_ps3c_test_image_04333.png,unhealthy,0.24140765,0.51688284,0.24170953
isbi2025_ps3c_test_image_17524.png,rubbish,0.020553587,0.306543,0.6729034
isbi2025_ps3c_test_image_06968.png,healthy,0.89026016,0.10923315,0.0005066566
isbi2025_ps3c_test_image_08337.png,rubbish,1.5277239e-05,3.5026696e-05,0.9999497
isbi2025_ps3c_test_image_08203.png,healthy,0.9791266,0.018212494,0.0026609097
isbi2025_ps3c_test_image_06032.png,rubbish,0.00034340558,0.0010743933,0.99858224
isbi2025_ps3c_test_image_10537.png,rubbish,0.005662111,0.014747705,0.9795902
isbi2025_ps3c_test_image_04093.png,rubbish,0.29480618,0.3487072,0.35648668
isbi2025_ps3c_test_image_14680.png,rubbish,0.026138159,0.027252369,0.9466095
isbi2025_ps3c_test_image_17498.png,rubbish,0.024406107,0.0031602932,0.9724336
isbi2025_ps3c_test_image_07973.png,unhealthy,0.10575621,0.6469287,0.24731506
isbi2025_ps3c_test_image_02815.png,rubbish,0.13032103,0.07925603,0.790423
isbi2025_ps3c_test_image_11870.png,unhealthy,0.4569118,0.5420575,0.0010306633
isbi2025_ps3c_test_image_17303.png,healthy,0.72353095,0.2329854,0.043483622
isbi2025_ps3c_test_image_07117.png,rubbish,0.0030270654,0.0041281576,0.99284476
isbi2025_ps3c_test_image_06603.png,rubbish,3.8699454e-05,0.00014623655,0.99981505
isbi2025_ps3c_test_image_07260.png,healthy,0.83843255,0.15988536,0.0016821121
isbi2025_ps3c_test_image_06929.png,healthy,0.5120248,0.45501333,0.032961823
isbi2025_ps3c_test_image_04113.png,unhealthy,0.0849751,0.54152405,0.37350088
isbi2025_ps3c_test_image_15789.png,rubbish,0.0025561529,0.0087278215,0.98871607
isbi2025_ps3c_test_image_11047.png,healthy,0.7906729,0.12786464,0.08146242
isbi2025_ps3c_test_image_03704.png,healthy,0.8620496,0.1360059,0.0019444685
isbi2025_ps3c_test_image_17970.png,rubbish,0.07459368,0.07895055,0.8464557
isbi2025_ps3c_test_image_16620.png,healthy,0.90099144,0.07397883,0.025029724
isbi2025_ps3c_test_image_09167.png,rubbish,0.051862393,0.1754498,0.77268773
isbi2025_ps3c_test_image_10334.png,rubbish,0.00026154844,0.00045821726,0.99928015
isbi2025_ps3c_test_image_02573.png,rubbish,0.049734034,0.024070086,0.92619586
isbi2025_ps3c_test_image_07336.png,rubbish,0.21346985,0.2122211,0.57430905
isbi2025_ps3c_test_image_11741.png,healthy,0.5762432,0.065901764,0.357855
isbi2025_ps3c_test_image_17633.png,rubbish,0.00075363414,0.0012998197,0.99794656
isbi2025_ps3c_test_image_04612.png,rubbish,0.0087128,0.00042078778,0.9908664
isbi2025_ps3c_test_image_05801.png,healthy,0.6819239,0.064670496,0.25340563
isbi2025_ps3c_test_image_02879.png,unhealthy,0.43211174,0.5642291,0.0036592337
isbi2025_ps3c_test_image_13548.png,healthy,0.85217226,0.113913864,0.033913948
isbi2025_ps3c_test_image_14602.png,rubbish,0.11889405,0.1393237,0.7417823
isbi2025_ps3c_test_image_06385.png,healthy,0.89133495,0.10329983,0.0053651864
isbi2025_ps3c_test_image_07900.png,unhealthy,0.36321905,0.43942416,0.19735684
isbi2025_ps3c_test_image_09556.png,rubbish,0.41364515,0.07579705,0.5105578
isbi2025_ps3c_test_image_04825.png,healthy,0.5884222,0.41087002,0.0007077671
isbi2025_ps3c_test_image_11619.png,healthy,0.6809489,0.20375726,0.115293875
isbi2025_ps3c_test_image_02303.png,unhealthy,0.19404696,0.7836606,0.022292435
isbi2025_ps3c_test_image_12226.png,healthy,0.4731368,0.1721428,0.3547204
isbi2025_ps3c_test_image_07854.png,rubbish,0.07204286,0.11497953,0.8129776
isbi2025_ps3c_test_image_03337.png,rubbish,9.257037e-05,0.00028213515,0.9996252
isbi2025_ps3c_test_image_07633.png,rubbish,0.23075044,0.053627178,0.7156223
isbi2025_ps3c_test_image_15094.png,unhealthy,0.27748916,0.59161305,0.13089782
isbi2025_ps3c_test_image_03339.png,rubbish,8.648248e-06,2.3982899e-05,0.99996734
isbi2025_ps3c_test_image_10192.png,rubbish,0.22445261,0.13086976,0.6446776
isbi2025_ps3c_test_image_10919.png,rubbish,0.042666852,0.018641122,0.93869203
isbi2025_ps3c_test_image_12127.png,healthy,0.9459155,0.050382823,0.0037016205
isbi2025_ps3c_test_image_17095.png,healthy,0.9760586,0.01963508,0.004306266
isbi2025_ps3c_test_image_09735.png,rubbish,0.29839423,0.16528827,0.5363175
isbi2025_ps3c_test_image_08836.png,healthy,0.80653876,0.18546188,0.007999379
isbi2025_ps3c_test_image_02705.png,healthy,0.77757114,0.21896467,0.0034641703
isbi2025_ps3c_test_image_12221.png,rubbish,2.215403e-06,4.884023e-06,0.99999285
isbi2025_ps3c_test_image_17472.png,healthy,0.81105477,0.17066383,0.018281402
isbi2025_ps3c_test_image_03341.png,rubbish,0.4050645,0.097678624,0.49725688
isbi2025_ps3c_test_image_12965.png,rubbish,0.0048602247,0.0031508196,0.99198896
isbi2025_ps3c_test_image_13593.png,rubbish,0.22550021,0.31155333,0.4629464
isbi2025_ps3c_test_image_07467.png,healthy,0.7706607,0.08598395,0.14335528
isbi2025_ps3c_test_image_09168.png,rubbish,0.010013218,0.0721771,0.91780967
isbi2025_ps3c_test_image_14622.png,healthy,0.9551334,0.039266877,0.0055997414
isbi2025_ps3c_test_image_02891.png,rubbish,0.044420492,0.017191976,0.9383875
isbi2025_ps3c_test_image_04739.png,rubbish,0.4460495,0.0710546,0.48289585
isbi2025_ps3c_test_image_04517.png,rubbish,0.028342808,0.011483974,0.9601732
isbi2025_ps3c_test_image_07500.png,unhealthy,0.1498734,0.49837404,0.3517525
isbi2025_ps3c_test_image_13059.png,healthy,0.5204396,0.40308213,0.076478235
isbi2025_ps3c_test_image_16514.png,rubbish,0.02545946,0.089041136,0.8854994
isbi2025_ps3c_test_image_04022.png,healthy,0.3723525,0.33092257,0.29672492
isbi2025_ps3c_test_image_02024.png,unhealthy,0.1958475,0.5836714,0.22048113
isbi2025_ps3c_test_image_06233.png,rubbish,0.13981536,0.03142197,0.82876277
isbi2025_ps3c_test_image_16145.png,unhealthy,0.35885292,0.5465459,0.09460113
isbi2025_ps3c_test_image_09139.png,rubbish,0.16082756,0.18169713,0.65747535
isbi2025_ps3c_test_image_12225.png,rubbish,0.015441693,0.0047103106,0.97984797
isbi2025_ps3c_test_image_10151.png,unhealthy,0.17417087,0.47546482,0.3503643
isbi2025_ps3c_test_image_13975.png,healthy,0.6500648,0.27887213,0.071063034
isbi2025_ps3c_test_image_06479.png,rubbish,0.006678548,0.025106976,0.96821445
isbi2025_ps3c_test_image_11025.png,rubbish,0.0019407821,0.0030526584,0.99500656
isbi2025_ps3c_test_image_03477.png,healthy,0.9415339,0.036874212,0.02159188
isbi2025_ps3c_test_image_00021.png,unhealthy,0.3520547,0.4316817,0.21626362
isbi2025_ps3c_test_image_07702.png,rubbish,0.036048375,0.02492853,0.93902314
isbi2025_ps3c_test_image_04098.png,unhealthy,0.17922826,0.46394914,0.3568226
isbi2025_ps3c_test_image_00208.png,rubbish,0.44491822,0.023918875,0.5311629
isbi2025_ps3c_test_image_17951.png,rubbish,0.16002463,0.34375787,0.49621746
isbi2025_ps3c_test_image_07865.png,rubbish,0.019877017,0.022151899,0.9579711
isbi2025_ps3c_test_image_10500.png,rubbish,4.1096055e-06,1.5954012e-05,0.99998
isbi2025_ps3c_test_image_03385.png,rubbish,0.44069788,0.09613924,0.4631629
isbi2025_ps3c_test_image_01329.png,rubbish,0.047315214,0.17171943,0.7809653
isbi2025_ps3c_test_image_07642.png,unhealthy,0.26297942,0.5352694,0.20175123
isbi2025_ps3c_test_image_01658.png,rubbish,0.07542175,0.43766907,0.48690915
isbi2025_ps3c_test_image_01348.png,rubbish,0.00031551174,0.0004557625,0.9992287
isbi2025_ps3c_test_image_03308.png,rubbish,0.00977389,0.00892184,0.9813043
isbi2025_ps3c_test_image_16594.png,rubbish,0.2677918,0.04064585,0.6915623
isbi2025_ps3c_test_image_10118.png,healthy,0.5139643,0.076993875,0.40904185
isbi2025_ps3c_test_image_01534.png,unhealthy,0.21651655,0.7144607,0.069022775
isbi2025_ps3c_test_image_11389.png,rubbish,0.017831584,0.010105465,0.972063
isbi2025_ps3c_test_image_02910.png,rubbish,0.032704018,0.01960614,0.9476899
isbi2025_ps3c_test_image_05185.png,rubbish,0.07797981,0.05140252,0.8706176
isbi2025_ps3c_test_image_11436.png,healthy,0.8167785,0.1287057,0.054515857
isbi2025_ps3c_test_image_09033.png,rubbish,0.346309,0.16598672,0.48770422
isbi2025_ps3c_test_image_04067.png,healthy,0.7365133,0.0814924,0.18199427
isbi2025_ps3c_test_image_04110.png,rubbish,0.004300668,0.004409955,0.9912894
isbi2025_ps3c_test_image_00214.png,healthy,0.5187073,0.14127307,0.3400196
isbi2025_ps3c_test_image_14735.png,rubbish,0.054766055,0.062299445,0.8829345
isbi2025_ps3c_test_image_09316.png,healthy,0.5775973,0.40784603,0.014556654
isbi2025_ps3c_test_image_09670.png,rubbish,0.16558121,0.14403363,0.6903851
isbi2025_ps3c_test_image_15502.png,unhealthy,0.051080436,0.47725457,0.47166505
isbi2025_ps3c_test_image_16036.png,healthy,0.7815575,0.13520655,0.08323592
isbi2025_ps3c_test_image_15271.png,unhealthy,0.13518436,0.76029944,0.104516186
isbi2025_ps3c_test_image_01248.png,healthy,0.81758875,0.17778987,0.0046213856
isbi2025_ps3c_test_image_14499.png,rubbish,0.0040898332,0.006977539,0.9889326
isbi2025_ps3c_test_image_03996.png,healthy,0.8711412,0.11726268,0.0115961
isbi2025_ps3c_test_image_04553.png,rubbish,0.070623085,0.07436235,0.85501456
isbi2025_ps3c_test_image_12904.png,healthy,0.63689244,0.2532874,0.10982013
isbi2025_ps3c_test_image_02618.png,healthy,0.7803706,0.042649843,0.17697957
