image_name,Healthy,Unhealthy,Rubbish
isbi2025_ps3c_test_image_06280.png,1.48E-05,0.000371846,0.99961334
isbi2025_ps3c_test_image_14874.png,0.10472317,0.61800045,0.27727637
isbi2025_ps3c_test_image_05979.png,0.005859419,0.07212798,0.9220126
isbi2025_ps3c_test_image_08285.png,0.015215756,0.14736813,0.8374161
isbi2025_ps3c_test_image_18096.png,0.009071249,0.19439039,0.7965384
isbi2025_ps3c_test_image_00801.png,0.690791,0.19603741,0.11317156
isbi2025_ps3c_test_image_07808.png,0.30967227,0.14344235,0.5468853
isbi2025_ps3c_test_image_09825.png,0.069770314,0.8586988,0.071530856
isbi2025_ps3c_test_image_16905.png,0.00311886,0.008713449,0.9881677
isbi2025_ps3c_test_image_02970.png,0.001206201,0.0808305,0.91796327
isbi2025_ps3c_test_image_02964.png,0.1063386,0.2321638,0.6614976
isbi2025_ps3c_test_image_13869.png,0.000122995,0.0001256,0.9997514
isbi2025_ps3c_test_image_09831.png,0.23744904,0.66911566,0.093435325
isbi2025_ps3c_test_image_16911.png,0.9429462,0.036697697,0.020356063
isbi2025_ps3c_test_image_08291.png,0.0066418,0.112692796,0.8806655
isbi2025_ps3c_test_image_11918.png,0.41371056,0.5777465,0.008542913
isbi2025_ps3c_test_image_18082.png,0.07592952,0.91708636,0.006984107
isbi2025_ps3c_test_image_00815.png,0.08742123,0.6585119,0.2540669
isbi2025_ps3c_test_image_14860.png,0.023348035,0.924697,0.051954933
isbi2025_ps3c_test_image_05986.png,0.002560134,0.000260934,0.9971789
isbi2025_ps3c_test_image_14653.png,0.001229372,0.7003047,0.298466
isbi2025_ps3c_test_image_04440.png,0.009184751,0.15726787,0.83354735
isbi2025_ps3c_test_image_12222.png,0.35372698,0.1384946,0.50777847
isbi2025_ps3c_test_image_02031.png,0.000170201,0.001925409,0.9979044
isbi2025_ps3c_test_image_01538.png,0.004478058,0.00454298,0.99097896
isbi2025_ps3c_test_image_16044.png,1.29E-06,0.002406121,0.9975925
isbi2025_ps3c_test_image_09164.png,0.92418903,0.050996132,0.024814747
isbi2025_ps3c_test_image_06257.png,0.014407085,0.011819951,0.97377306
isbi2025_ps3c_test_image_10435.png,0.000355427,0.001958578,0.997686
isbi2025_ps3c_test_image_07149.png,0.024051871,0.041875117,0.93407303
isbi2025_ps3c_test_image_00626.png,0.4224441,0.547161,0.030394929
isbi2025_ps3c_test_image_18069.png,0.8809581,0.09622896,0.022812918
isbi2025_ps3c_test_image_00140.png,0.010776483,0.043213442,0.94601005
isbi2025_ps3c_test_image_10353.png,0.000223103,0.0176708,0.9821061
isbi2025_ps3c_test_image_09602.png,0.057378877,0.42369446,0.5189267
isbi2025_ps3c_test_image_06531.png,7.42E-05,0.9923253,0.007600473
isbi2025_ps3c_test_image_16722.png,0.65686554,0.10251786,0.24061657
isbi2025_ps3c_test_image_13882.png,0.010221018,0.20080219,0.7889767
isbi2025_ps3c_test_image_02757.png,0.000301027,0.002967937,0.99673104
isbi2025_ps3c_test_image_05038.png,0.11410889,0.8761115,0.009779681
isbi2025_ps3c_test_image_12544.png,0.001960523,0.003955115,0.9940844
isbi2025_ps3c_test_image_04326.png,0.3061386,0.6915729,0.002288451
isbi2025_ps3c_test_image_14135.png,0.122092605,0.42884713,0.4490603
isbi2025_ps3c_test_image_03449.png,0.00027983,0.000124655,0.9995956
isbi2025_ps3c_test_image_02743.png,0.86257935,0.053307615,0.08411312
isbi2025_ps3c_test_image_13896.png,0.024409916,0.15035866,0.8252314
isbi2025_ps3c_test_image_12550.png,0.001438849,0.000569342,0.9979918
isbi2025_ps3c_test_image_04332.png,0.0260657,0.12261029,0.851324
isbi2025_ps3c_test_image_14121.png,0.01218388,0.20942083,0.77839535
isbi2025_ps3c_test_image_00154.png,0.006358468,0.8934058,0.100235745
isbi2025_ps3c_test_image_17428.png,0.006591146,0.03069417,0.96271473
isbi2025_ps3c_test_image_10347.png,0.9851189,0.013371072,0.001510014
isbi2025_ps3c_test_image_08508.png,6.46E-05,0.93734866,0.0625867
isbi2025_ps3c_test_image_09616.png,0.000202443,0.27449802,0.7252996
isbi2025_ps3c_test_image_11059.png,0.005829828,0.12954575,0.86462444
isbi2025_ps3c_test_image_06525.png,0.42450285,0.54660743,0.02888972
isbi2025_ps3c_test_image_16736.png,0.003876973,0.6331916,0.36293143
isbi2025_ps3c_test_image_16050.png,0.000676197,0.90842706,0.09089677
isbi2025_ps3c_test_image_09170.png,0.000223535,0.9898431,0.00993339
isbi2025_ps3c_test_image_06243.png,0.001370363,0.003089755,0.99553984
isbi2025_ps3c_test_image_10421.png,0.012942718,0.4040373,0.58302
isbi2025_ps3c_test_image_00632.png,0.08745371,0.85273117,0.0598151
isbi2025_ps3c_test_image_14647.png,0.07575133,0.8296885,0.09456019
isbi2025_ps3c_test_image_05992.png,0.005933612,0.56495005,0.4291163
isbi2025_ps3c_test_image_04454.png,0.013111187,0.011072802,0.97581613
isbi2025_ps3c_test_image_13128.png,0.007546028,0.004544347,0.9879097
isbi2025_ps3c_test_image_12236.png,0.047396153,0.09639244,0.8562114
isbi2025_ps3c_test_image_15559.png,0.23626,0.38204995,0.3816901
isbi2025_ps3c_test_image_02025.png,0.019629452,0.0816069,0.89876366
isbi2025_ps3c_test_image_16078.png,0.06728856,0.6029874,0.32972407
isbi2025_ps3c_test_image_01504.png,0.001707476,0.05124455,0.94704795
isbi2025_ps3c_test_image_11717.png,0.045322623,0.8815712,0.07310626
isbi2025_ps3c_test_image_09158.png,0.000173089,0.009703923,0.9901231
isbi2025_ps3c_test_image_07175.png,0.002645665,0.4098022,0.5875521
isbi2025_ps3c_test_image_08246.png,0.5648574,0.42697063,0.008171911
isbi2025_ps3c_test_image_10409.png,0.00218658,0.000527744,0.9972857
isbi2025_ps3c_test_image_17366.png,0.61809,0.23232226,0.14958777
isbi2025_ps3c_test_image_18055.png,0.24827172,0.6741791,0.07754922
isbi2025_ps3c_test_image_03313.png,0.059873175,0.70854294,0.23158391
isbi2025_ps3c_test_image_13100.png,0.004807009,0.077773504,0.91741943
isbi2025_ps3c_test_image_05762.png,0.057501167,0.92956847,0.012930417
isbi2025_ps3c_test_image_15571.png,0.00067883,0.16858391,0.8307372
isbi2025_ps3c_test_image_15217.png,0.16027875,0.8213912,0.018330002
isbi2025_ps3c_test_image_12578.png,0.07911416,0.08651245,0.8343735
isbi2025_ps3c_test_image_05004.png,0.5134937,0.437046,0.0494603
isbi2025_ps3c_test_image_13666.png,0.002635041,0.014098912,0.983266
isbi2025_ps3c_test_image_03475.png,0.000136163,0.28247777,0.7173861
isbi2025_ps3c_test_image_14109.png,0.000592144,0.000121043,0.99928683
isbi2025_ps3c_test_image_17400.png,0.021685326,0.06451655,0.9137981
isbi2025_ps3c_test_image_07613.png,0.2419645,0.57162786,0.18640769
isbi2025_ps3c_test_image_08520.png,0.2001275,0.4074625,0.39241004
isbi2025_ps3c_test_image_11071.png,0.001776675,0.006167889,0.9920555
isbi2025_ps3c_test_image_01262.png,3.29E-05,0.001076295,0.9988908
isbi2025_ps3c_test_image_17414.png,0.000657634,0.02676666,0.9725758
isbi2025_ps3c_test_image_00168.png,0.10221558,0.04832733,0.8494571
isbi2025_ps3c_test_image_07607.png,0.16047814,0.73162574,0.10789614
isbi2025_ps3c_test_image_08534.png,0.15565233,0.8065978,0.037749786
isbi2025_ps3c_test_image_06519.png,0.4102735,0.21779625,0.37193024
isbi2025_ps3c_test_image_11065.png,0.9326349,0.061349515,0.006015563
isbi2025_ps3c_test_image_01276.png,0.029471027,0.014030028,0.956499
isbi2025_ps3c_test_image_15203.png,4.05E-05,0.004506605,0.9954529
isbi2025_ps3c_test_image_05010.png,0.026566293,0.7825638,0.19086999
isbi2025_ps3c_test_image_13672.png,7.61E-05,0.003757285,0.9961665
isbi2025_ps3c_test_image_03461.png,0.009147747,0.87113196,0.11972025
isbi2025_ps3c_test_image_03307.png,0.72974116,0.26913628,0.001122571
isbi2025_ps3c_test_image_13114.png,0.001354643,0.006347799,0.9922975
isbi2025_ps3c_test_image_04468.png,0.004028512,0.009232656,0.9867388
isbi2025_ps3c_test_image_05776.png,0.005436449,0.025435595,0.96912795
isbi2025_ps3c_test_image_02019.png,0.000461803,0.000238631,0.9992995
isbi2025_ps3c_test_image_15565.png,0.001358232,0.91994077,0.07870094
isbi2025_ps3c_test_image_01510.png,0.06846921,0.80831194,0.12321882
isbi2025_ps3c_test_image_11703.png,0.52084744,0.42208844,0.057064094
isbi2025_ps3c_test_image_07161.png,0.0023001,0.1252773,0.87242264
isbi2025_ps3c_test_image_08252.png,0.058080334,0.02166182,0.92025787
isbi2025_ps3c_test_image_17372.png,0.064456634,0.08019771,0.8553456
isbi2025_ps3c_test_image_18041.png,0.08589507,0.6512141,0.26289088
isbi2025_ps3c_test_image_10192.png,0.000247143,0.004306312,0.9954465
isbi2025_ps3c_test_image_06928.png,0.852806,0.1197699,0.027424095
isbi2025_ps3c_test_image_00381.png,0.000791018,0.2976568,0.7015522
isbi2025_ps3c_test_image_08905.png,0.02783405,0.09986324,0.8723027
isbi2025_ps3c_test_image_17825.png,0.058766514,0.93290937,0.00832412
isbi2025_ps3c_test_image_03850.png,0.38880143,0.5675661,0.04363242
isbi2025_ps3c_test_image_12785.png,0.90550524,0.08631183,0.008182836
isbi2025_ps3c_test_image_02596.png,0.20255198,0.39040083,0.40704718
isbi2025_ps3c_test_image_03688.png,0.002608046,0.04458047,0.95281154
isbi2025_ps3c_test_image_15954.png,0.000893039,0.007470813,0.99163616
isbi2025_ps3c_test_image_04681.png,0.44997635,0.5316511,0.018372558
isbi2025_ps3c_test_image_14492.png,0.06893941,0.006128336,0.92493224
isbi2025_ps3c_test_image_04859.png,0.019110428,0.9083027,0.072586834
isbi2025_ps3c_test_image_06096.png,0.0680316,0.6986099,0.23335852
isbi2025_ps3c_test_image_16285.png,0.025323272,0.10034514,0.87433165
isbi2025_ps3c_test_image_07388.png,0.087297454,0.9082862,0.004416361
isbi2025_ps3c_test_image_01921.png,0.001107247,0.018499376,0.98039335
isbi2025_ps3c_test_image_06082.png,0.3746734,0.081687406,0.5436392
isbi2025_ps3c_test_image_16291.png,0.6880281,0.31113836,0.000833566
isbi2025_ps3c_test_image_10838.png,0.06115194,0.93510497,0.003743086
isbi2025_ps3c_test_image_01935.png,0.3370924,0.4360986,0.22680898
isbi2025_ps3c_test_image_04695.png,0.7872016,0.16818233,0.044616144
isbi2025_ps3c_test_image_15940.png,0.000631639,0.000213454,0.9991549
isbi2025_ps3c_test_image_14486.png,0.014714078,0.9113119,0.07397403
isbi2025_ps3c_test_image_15798.png,1.65E-05,0.019485088,0.9804984
isbi2025_ps3c_test_image_12791.png,0.000426875,6.74E-05,0.99950564
isbi2025_ps3c_test_image_03844.png,0.17103991,0.7844842,0.04447587
isbi2025_ps3c_test_image_02582.png,0.002640876,0.1319155,0.8654436
isbi2025_ps3c_test_image_12949.png,0.013995441,0.059050806,0.92695373
isbi2025_ps3c_test_image_10186.png,0.13079837,0.16492924,0.7042724
isbi2025_ps3c_test_image_00395.png,0.0964899,0.09490047,0.80860966
isbi2025_ps3c_test_image_08911.png,0.002316489,0.7449104,0.2527731
isbi2025_ps3c_test_image_17831.png,0.035679497,0.046422396,0.9178982
isbi2025_ps3c_test_image_11298.png,0.00328959,0.03639886,0.9603115
isbi2025_ps3c_test_image_12961.png,0.10388222,0.22256713,0.6735507
isbi2025_ps3c_test_image_06914.png,0.002525033,0.9966905,0.000784417
isbi2025_ps3c_test_image_08939.png,0.005446784,0.004764531,0.9897887
isbi2025_ps3c_test_image_17819.png,0.03286339,0.14347707,0.8236595
isbi2025_ps3c_test_image_09399.png,0.003992592,0.001287054,0.99472034
isbi2025_ps3c_test_image_10810.png,0.000162189,0.008999982,0.9908379
isbi2025_ps3c_test_image_08087.png,0.000764529,0.98977405,0.009461428
isbi2025_ps3c_test_image_15968.png,0.8803911,0.11663756,0.002971293
isbi2025_ps3c_test_image_04865.png,0.000592681,0.001800508,0.99760675
isbi2025_ps3c_test_image_04871.png,0.00047422,0.01822384,0.98130184
isbi2025_ps3c_test_image_10804.png,0.5969883,0.21344788,0.1895638
isbi2025_ps3c_test_image_01909.png,0.255153,0.62852305,0.116324015
isbi2025_ps3c_test_image_08093.png,0.005530587,0.0798599,0.9146096
isbi2025_ps3c_test_image_06900.png,0.4773413,0.20569532,0.31696343
isbi2025_ps3c_test_image_03878.png,0.0010636,0.012639673,0.9862968
isbi2025_ps3c_test_image_12975.png,0.361728,0.4566924,0.1815796
isbi2025_ps3c_test_image_14337.png,0.035562657,0.334844,0.6295933
isbi2025_ps3c_test_image_13458.png,0.012334262,0.9671834,0.020482343
isbi2025_ps3c_test_image_04124.png,7.20E-05,0.006441596,0.9934864
isbi2025_ps3c_test_image_03893.png,0.04580001,0.20330766,0.7508923
isbi2025_ps3c_test_image_12746.png,0.001056986,0.23306443,0.76587856
isbi2025_ps3c_test_image_02555.png,0.000199961,0.00108808,0.99871194
isbi2025_ps3c_test_image_15029.png,0.003464754,0.98868513,0.007850106
isbi2025_ps3c_test_image_16520.png,0.002176972,0.329172,0.6686511
isbi2025_ps3c_test_image_06733.png,0.03733105,0.9145502,0.04811881
isbi2025_ps3c_test_image_09400.png,0.2942145,0.5264388,0.17934678
isbi2025_ps3c_test_image_10151.png,0.04367672,0.51317465,0.44314864
isbi2025_ps3c_test_image_00342.png,0.22113138,0.50013185,0.2787368
isbi2025_ps3c_test_image_17158.png,0.27498737,0.32533935,0.39967328
isbi2025_ps3c_test_image_00424.png,0.001773,0.039746553,0.95848054
isbi2025_ps3c_test_image_10637.png,0.000275553,0.001621896,0.9981026
isbi2025_ps3c_test_image_08078.png,0.28747118,0.5664286,0.14610022
isbi2025_ps3c_test_image_06055.png,0.092351645,0.08375899,0.82388943
isbi2025_ps3c_test_image_09366.png,0.001595194,0.00038115,0.9980236
isbi2025_ps3c_test_image_11529.png,0.000918111,0.035168514,0.9639133
isbi2025_ps3c_test_image_16246.png,0.001072011,0.002306298,0.9966217
isbi2025_ps3c_test_image_02233.png,0.36874473,0.24429366,0.38696155
isbi2025_ps3c_test_image_12020.png,0.17978005,0.1291981,0.6910219
isbi2025_ps3c_test_image_15997.png,0.008992248,0.002866245,0.98814154
isbi2025_ps3c_test_image_04642.png,0.07565619,0.09679114,0.82755274
isbi2025_ps3c_test_image_14451.png,6.21E-06,8.66E-05,0.99990714
isbi2025_ps3c_test_image_02227.png,0.007408669,0.011557745,0.98103356
isbi2025_ps3c_test_image_12034.png,0.5048292,0.19308385,0.30208692
isbi2025_ps3c_test_image_05548.png,0.058658514,0.9111939,0.030147498
isbi2025_ps3c_test_image_04656.png,0.001148223,0.010331463,0.9885203
isbi2025_ps3c_test_image_15983.png,0.47725517,0.4984174,0.024327504
isbi2025_ps3c_test_image_03139.png,0.06570803,0.81237155,0.121920444
isbi2025_ps3c_test_image_14445.png,0.15927464,0.26436648,0.57635885
isbi2025_ps3c_test_image_00430.png,0.001418839,0.039254278,0.9593268
isbi2025_ps3c_test_image_10623.png,0.30346802,0.69033355,0.006198463
isbi2025_ps3c_test_image_06041.png,0.110474415,0.7401011,0.14942443
isbi2025_ps3c_test_image_09372.png,0.003797186,0.002326661,0.99387616
isbi2025_ps3c_test_image_16252.png,0.007415999,0.037011165,0.95557284
isbi2025_ps3c_test_image_16534.png,0.002262144,0.013634716,0.9841031
isbi2025_ps3c_test_image_01048.png,0.03350097,0.36713037,0.5993687
isbi2025_ps3c_test_image_06727.png,0.061788224,0.75995296,0.17825882
isbi2025_ps3c_test_image_09414.png,0.030687688,0.9673874,0.001924926
isbi2025_ps3c_test_image_07439.png,0.38297224,0.22270088,0.39432684
isbi2025_ps3c_test_image_10145.png,0.003722956,0.005159227,0.9911178
isbi2025_ps3c_test_image_00356.png,0.15743123,0.17337635,0.6691925
isbi2025_ps3c_test_image_14323.png,8.60E-05,0.115375966,0.884538
isbi2025_ps3c_test_image_04130.png,0.8523022,0.10192387,0.045773845
isbi2025_ps3c_test_image_12752.png,0.9904345,0.007597894,0.001967642
isbi2025_ps3c_test_image_03887.png,0.002294768,0.067282006,0.9304233
isbi2025_ps3c_test_image_02541.png,0.001874,0.045166902,0.9529592
isbi2025_ps3c_test_image_01060.png,0.000756207,0.99073327,0.008510469
isbi2025_ps3c_test_image_11273.png,0.1854806,0.8130089,0.001510438
isbi2025_ps3c_test_image_08722.png,0.000496763,0.030771563,0.9687317
isbi2025_ps3c_test_image_07411.png,0.000358948,0.003154365,0.99648666
isbi2025_ps3c_test_image_17602.png,0.03687059,0.04680652,0.9163229
isbi2025_ps3c_test_image_03677.png,0.000959401,0.025923317,0.9731173
isbi2025_ps3c_test_image_04118.png,0.005298488,0.032271966,0.9624295
isbi2025_ps3c_test_image_13464.png,0.81487495,0.12285151,0.062273577
isbi2025_ps3c_test_image_05206.png,0.002752267,0.99039906,0.006848634
isbi2025_ps3c_test_image_15015.png,0.24774788,0.48426428,0.2679878
isbi2025_ps3c_test_image_02569.png,0.000374452,0.9346198,0.06500578
isbi2025_ps3c_test_image_15773.png,0.046249058,0.88122296,0.07252795
isbi2025_ps3c_test_image_05560.png,0.04912496,0.56942457,0.38145044
isbi2025_ps3c_test_image_13302.png,0.8986282,0.083964095,0.017407648
isbi2025_ps3c_test_image_03111.png,0.004447697,0.97296757,0.022584748
isbi2025_ps3c_test_image_00418.png,0.003792636,0.006229741,0.9899776
isbi2025_ps3c_test_image_17164.png,0.007393578,0.60120606,0.3914004
isbi2025_ps3c_test_image_08044.png,0.02263858,0.81372076,0.16364072
isbi2025_ps3c_test_image_07377.png,0.000294995,0.000146588,0.9995584
isbi2025_ps3c_test_image_11515.png,0.42742148,0.4800651,0.09251334
isbi2025_ps3c_test_image_06069.png,0.003225082,0.020834655,0.9759403
isbi2025_ps3c_test_image_01706.png,0.000848769,0.009114866,0.99003625
isbi2025_ps3c_test_image_17170.png,0.006395028,0.024737898,0.96886706
isbi2025_ps3c_test_image_08050.png,0.002761283,0.8497908,0.14744791
isbi2025_ps3c_test_image_07363.png,0.22041139,0.26724878,0.51233983
isbi2025_ps3c_test_image_11501.png,0.000980455,0.000271014,0.99874854
isbi2025_ps3c_test_image_01712.png,0.006677938,0.15973015,0.833592
isbi2025_ps3c_test_image_15767.png,0.3982931,0.23314732,0.36855957
isbi2025_ps3c_test_image_05574.png,0.04935189,0.57043034,0.3802178
isbi2025_ps3c_test_image_12008.png,0.056862656,0.001704791,0.9414326
isbi2025_ps3c_test_image_13316.png,0.930195,0.018436966,0.051368035
isbi2025_ps3c_test_image_14479.png,0.002186769,0.017753577,0.9800597
isbi2025_ps3c_test_image_03105.png,0.000930305,0.28937924,0.70969045
isbi2025_ps3c_test_image_03663.png,0.2657374,0.4891219,0.24514072
isbi2025_ps3c_test_image_13470.png,0.008515041,0.22263002,0.76885486
isbi2025_ps3c_test_image_05212.png,0.002145997,0.99559927,0.002254728
isbi2025_ps3c_test_image_15001.png,0.001713721,0.002694905,0.9955914
isbi2025_ps3c_test_image_01074.png,0.005069204,0.003468337,0.9914624
isbi2025_ps3c_test_image_16508.png,0.54759324,0.43208277,0.020323988
isbi2025_ps3c_test_image_11267.png,0.20928642,0.7885882,0.002125345
isbi2025_ps3c_test_image_09428.png,0.42122093,0.3046563,0.27412271
isbi2025_ps3c_test_image_08736.png,0.002486665,0.8144906,0.18302274
isbi2025_ps3c_test_image_10179.png,0.000849281,0.99752957,0.001621135
isbi2025_ps3c_test_image_07405.png,0.33743623,0.13178985,0.53077394
isbi2025_ps3c_test_image_17616.png,0.000452673,0.974206,0.025341375
isbi2025_ps3c_test_image_17951.png,0.054875992,0.3417127,0.6034114
isbi2025_ps3c_test_image_06684.png,0.24279894,0.7386786,0.018522525
isbi2025_ps3c_test_image_16497.png,0.004383744,0.97985935,0.01575689
isbi2025_ps3c_test_image_08871.png,0.013300078,0.5840371,0.40266278
isbi2025_ps3c_test_image_17789.png,0.000725999,0.010094446,0.9891795
isbi2025_ps3c_test_image_04093.png,0.032903034,0.47209004,0.49500686
isbi2025_ps3c_test_image_12829.png,0.024033366,0.9167676,0.059199035
isbi2025_ps3c_test_image_14280.png,0.003383001,0.41810176,0.5785153
isbi2025_ps3c_test_image_03924.png,0.7429705,0.21078469,0.046244822
isbi2025_ps3c_test_image_12197.png,0.000573531,0.000124223,0.99930227
isbi2025_ps3c_test_image_02384.png,0.81088364,0.18222833,0.006888011
isbi2025_ps3c_test_image_13289.png,0.09351085,0.2465476,0.65994155
isbi2025_ps3c_test_image_15820.png,0.37176627,0.5869256,0.041308157
isbi2025_ps3c_test_image_01855.png,0.00458898,0.9718969,0.023514189
isbi2025_ps3c_test_image_10780.png,0.706942,0.27292103,0.020136965
isbi2025_ps3c_test_image_00593.png,0.029860884,0.6277668,0.34237227
isbi2025_ps3c_test_image_10958.png,0.001630431,0.011841385,0.98652816
isbi2025_ps3c_test_image_10794.png,0.004342544,0.005537552,0.99011993
isbi2025_ps3c_test_image_01841.png,0.002258939,0.010572351,0.98716867
isbi2025_ps3c_test_image_00587.png,0.095677786,0.45546842,0.44885373
isbi2025_ps3c_test_image_01699.png,0.2179861,0.081083626,0.70093036
isbi2025_ps3c_test_image_12183.png,0.004226404,0.8188199,0.17695378
isbi2025_ps3c_test_image_02390.png,0.000547529,0.000379266,0.99907327
isbi2025_ps3c_test_image_04939.png,0.00010664,0.005273409,0.99461997
isbi2025_ps3c_test_image_15834.png,0.005039833,0.38119787,0.61376226
isbi2025_ps3c_test_image_04087.png,0.035060216,0.34350953,0.6214303
isbi2025_ps3c_test_image_14294.png,0.027067846,0.1822179,0.7907142
isbi2025_ps3c_test_image_03930.png,0.12811734,0.8674579,0.004424661
isbi2025_ps3c_test_image_05399.png,0.7264881,0.27080455,0.002707298
isbi2025_ps3c_test_image_06690.png,0.002508881,0.074029855,0.9234613
isbi2025_ps3c_test_image_17945.png,0.000708231,0.3275407,0.6717511
isbi2025_ps3c_test_image_16483.png,0.005581401,0.004061494,0.9903571
isbi2025_ps3c_test_image_08865.png,0.003121507,0.92710465,0.06977383
isbi2025_ps3c_test_image_06848.png,0.011005788,0.6028283,0.38616583
isbi2025_ps3c_test_image_12815.png,0.3614809,0.61237204,0.026146993
isbi2025_ps3c_test_image_03918.png,0.05184582,0.10386674,0.8442874
isbi2025_ps3c_test_image_06860.png,0.000161937,0.00361607,0.9962219
isbi2025_ps3c_test_image_08695.png,0.260344,0.23644297,0.50321305
isbi2025_ps3c_test_image_01869.png,0.019891772,0.040181007,0.9399272
isbi2025_ps3c_test_image_10964.png,0.000346028,2.86E-05,0.9996253
isbi2025_ps3c_test_image_04911.png,0.001996846,0.0010626,0.9969406
isbi2025_ps3c_test_image_04905.png,0.15634258,0.28975,0.55390745
isbi2025_ps3c_test_image_15808.png,0.000247183,0.015036741,0.98471606
isbi2025_ps3c_test_image_10970.png,0.00441917,0.01290388,0.9826769
isbi2025_ps3c_test_image_17979.png,0.000465556,0.00022362,0.99931085
isbi2025_ps3c_test_image_08859.png,0.004074939,0.015585312,0.9803397
isbi2025_ps3c_test_image_06874.png,0.000975443,0.011286944,0.98773766
isbi2025_ps3c_test_image_08681.png,0.9318098,0.02609322,0.042097032
isbi2025_ps3c_test_image_12801.png,0.3628426,0.54674405,0.090413354
isbi2025_ps3c_test_image_02421.png,0.002203351,0.007627724,0.9901689
isbi2025_ps3c_test_image_12632.png,0.005118521,0.002845344,0.99203616
isbi2025_ps3c_test_image_04050.png,0.004232862,0.015963918,0.97980326
isbi2025_ps3c_test_image_14243.png,0.003232092,0.001399489,0.9953685
isbi2025_ps3c_test_image_00236.png,0.006602389,0.010843665,0.982554
isbi2025_ps3c_test_image_07559.png,0.023863323,0.17509094,0.8010458
isbi2025_ps3c_test_image_10025.png,1.38E-05,0.028101278,0.9718849
isbi2025_ps3c_test_image_17992.png,0.001625977,0.048613638,0.94976044
isbi2025_ps3c_test_image_06647.png,0.1552992,0.83611727,0.008583536
isbi2025_ps3c_test_image_09574.png,0.005983815,0.024627313,0.9693888
isbi2025_ps3c_test_image_16454.png,0.006771613,0.9897968,0.003431624
isbi2025_ps3c_test_image_01128.png,0.23168348,0.7194345,0.048882056
isbi2025_ps3c_test_image_16332.png,0.023745697,0.45031518,0.5259391
isbi2025_ps3c_test_image_06121.png,0.8622804,0.13593961,0.001779946
isbi2025_ps3c_test_image_09212.png,0.08125176,0.08022636,0.8385219
isbi2025_ps3c_test_image_01896.png,0.003276042,0.014599334,0.98212457
isbi2025_ps3c_test_image_10743.png,0.1654859,0.5921419,0.24237226
isbi2025_ps3c_test_image_00550.png,0.004411195,0.9660256,0.02956321
isbi2025_ps3c_test_image_03059.png,0.008846094,0.9910182,0.000135779
isbi2025_ps3c_test_image_14525.png,0.011356935,0.031365983,0.957277
isbi2025_ps3c_test_image_04736.png,0.8016862,0.11555922,0.082754545
isbi2025_ps3c_test_image_12154.png,0.011398758,0.7316108,0.2569905
isbi2025_ps3c_test_image_05428.png,0.000289872,0.9602587,0.039451357
isbi2025_ps3c_test_image_02347.png,0.7630645,0.23621956,0.000715881
isbi2025_ps3c_test_image_14531.png,0.004120085,0.007988545,0.98789144
isbi2025_ps3c_test_image_04722.png,0.03546519,0.95697105,0.007563818
